Subject,Predicate,Object
Strawberry Shortcake: Rockaberry Roll,released_on_year,2008
The World Is Hot Enough,released_on_date,2008-02-05 00:00:00
The World Is Hot Enough,released_on_year,2008
The Pearce Sisters,released_on_date,2008-03-06 00:00:00
Campus,directed_by,Victoria Pile
Campus,starred_by,Sara Pascoe
Campus,has_genre,Sitcom
Campus,released_on_date,2011-04-05 00:00:00
Campus,released_on_year,2011
Campus,starred_by,Jonathan Bailey
Campus,starred_by,Joseph Millson
Campus,starred_by,Andy Nyman
Campus,starred_by,Will Adamsdale
Campus,starred_by,Lisa Jackson
Campus,starred_by,Chizzy Akudolu
Campus,starred_by,Katherine Ryan
Campus,starred_by,Dolly Wells
Captain Barbell,directed_by,Dominic Zapata
Captain Barbell,starred_by,Richard Gutierrez
Captain Barbell,has_genre,Drama
Captain Barbell,released_on_date,2011-03-28 00:00:00
Captain Barbell,released_on_year,2011
Captain Barbell,has_genre,Action genre
Captain Barbell,has_genre,Fantasy
Rod Santiago's The Sisters,directed_by,Joyce Bernal
Rod Santiago's The Sisters,starred_by,Victor Silayan
Rod Santiago's The Sisters,has_genre,Drama
Rod Santiago's The Sisters,released_on_date,2011-07-18 00:00:00
Rod Santiago's The Sisters,released_on_year,2011
Rod Santiago's The Sisters,starred_by,Nadine Samonte
Rod Santiago's The Sisters,starred_by,Wendell Ramos
Rod Santiago's The Sisters,starred_by,James Blanco
Rod Santiago's The Sisters,starred_by,Leandro Muñoz
Becoming Human,directed_by,Alex Kalymnios
Becoming Human,starred_by,Josh Brown
Becoming Human,has_genre,Comedy-drama
Becoming Human,released_on_date,2011-01-26 00:00:00
Becoming Human,released_on_year,2011
Becoming Human,starred_by,Craig Roberts
Becoming Human,starred_by,Emma Rigby
Becoming Human,starred_by,Leila Mimmack
Becoming Human,starred_by,John Boyega
Bellamy's People,directed_by,Paul Whitehouse
Bellamy's People,starred_by,Robert Popper
Bellamy's People,has_genre,Situation comedy
Bellamy's People,released_on_date,2010-01-21 00:00:00
Bellamy's People,released_on_year,2010
Bellamy's People,starred_by,Rosie Cavaliero
Bellamy's People,starred_by,Paul Whitehouse
Bellamy's People,starred_by,Rhys Thomas
Bellamy's People,starred_by,Simon Day
Bellamy's People,starred_by,Adil Ray
Bellamy's People,starred_by,Amelia Bullmore
Bellamy's People,starred_by,Daniel Kaluuya
Bellamy's People,starred_by,Felix Dexter
Bellamy's People,starred_by,Charlie Higson
Bellamy's People,starred_by,Lucy Montgomery
Bellamy's People,directed_by,Charlie Higson
Hung Out,directed_by,Samuel Abrahams
Hung Out,starred_by,Catherine Shepherd
Hung Out,has_genre,Sitcom
Hung Out,released_on_date,2010-04-23 00:00:00
Hung Out,released_on_year,2010
Sacrificio de mujer,directed_by,Adriana Barraza
Sacrificio de mujer,starred_by,Pablo Azar
Sacrificio de mujer,has_genre,Telenovela
Sacrificio de mujer,released_on_date,2011-04-18 00:00:00
Sacrificio de mujer,released_on_year,2011
Sacrificio de mujer,starred_by,Mariana Torres
Sacrificio de mujer,starred_by,Marjorie de Sousa
Sacrificio de mujer,starred_by,Géraldine Bazán
Sacrificio de mujer,starred_by,Juan A. Baptista
Sacrificio de mujer,starred_by,Luis Jose Santander
City Hunter,directed_by,Jin Hyuk
City Hunter,starred_by,Hwang Sun-hee
City Hunter,has_genre,Romance film
City Hunter,released_on_date,2011-05-25 00:00:00
City Hunter,released_on_year,2011
City Hunter,has_genre,Action film
City Hunter,has_genre,Thriller
City Hunter,starred_by,Chun Ho-jin
City Hunter,starred_by,Goo Hara
City Hunter,starred_by,Lee Joon-hyuk
City Hunter,starred_by,Lee Min-ho
City Hunter,starred_by,Park Min-young
City Hunter,starred_by,Kim Sang-joong
NTSF:SD:SUV::,directed_by,Eric Appel
NTSF:SD:SUV::,starred_by,Paul Scheer
NTSF:SD:SUV::,has_genre,Satire
NTSF:SD:SUV::,released_on_date,2011-07-22 00:00:00
NTSF:SD:SUV::,released_on_year,2011
NTSF:SD:SUV::,has_genre,Parody
NTSF:SD:SUV::,starred_by,Peter Serafinowicz
NTSF:SD:SUV::,starred_by,Rob Riggle
NTSF:SD:SUV::,starred_by,June Diane Raphael
NTSF:SD:SUV::,starred_by,Karen Gillan
NTSF:SD:SUV::,starred_by,Kate Mulgrew
NTSF:SD:SUV::,starred_by,Martin Starr
NTSF:SD:SUV::,starred_by,R. Brandon Johnson
NTSF:SD:SUV::,starred_by,Rebecca Romijn
The Pacific,directed_by,Carl Franklin
The Pacific,starred_by,Jon Seda
The Pacific,has_genre,War film
The Pacific,released_on_date,2010-03-14 00:00:00
The Pacific,released_on_year,2010
The Pacific,starred_by,Joseph Mazzello
The Pacific,starred_by,James Badge Dale
The Pacific,starred_by,Rami Malek
The Pacific,directed_by,David Nutter
The Pacific,directed_by,Graham Yost
The Pacific,directed_by,Tim Van Patten
The Pacific,directed_by,Jeremy Podeswa
The Pacific,directed_by,Tony To
The Pillars of the Earth,directed_by,Sergio Mimica-Gezzan
The Pillars of the Earth,starred_by,Rufus Sewell
The Pillars of the Earth,has_genre,Historical drama film
The Pillars of the Earth,released_on_date,2010-07-23 00:00:00
The Pillars of the Earth,released_on_year,2010
The Pillars of the Earth,starred_by,Sarah Parish
The Pillars of the Earth,starred_by,David Oakes
The Pillars of the Earth,starred_by,Robert Bathurst
The Pillars of the Earth,starred_by,Matthew Macfadyen
The Pillars of the Earth,starred_by,Eddie Redmayne
The Pillars of the Earth,starred_by,Hayley Atwell
The Pillars of the Earth,starred_by,Donald Sutherland
The Pillars of the Earth,starred_by,Ian McShane
The Pillars of the Earth,starred_by,Natalia Wörner
The Suite Life Movie,directed_by,Sean McNamara
The Suite Life Movie,starred_by,Brenda Song
The Suite Life Movie,has_genre,Comedy drama
The Suite Life Movie,released_on_date,2011-03-25 00:00:00
The Suite Life Movie,released_on_year,2011
The Suite Life Movie,has_genre,Family film
The Suite Life Movie,has_genre,Science fiction
The Suite Life Movie,has_genre,Teen film
The Suite Life Movie,starred_by,Debby Ryan
The Suite Life Movie,starred_by,Matthew Glave
The Suite Life Movie,starred_by,Dylan and Cole Sprouse
The Suite Life Movie,starred_by,John Ducey
The Suite Life Movie,starred_by,Phill Lewis
This Is Not My Life,directed_by,Robert Sarkies
This Is Not My Life,starred_by,Miriama McDowell
This Is Not My Life,has_genre,Mystery fiction
This Is Not My Life,released_on_date,2010-07-29 00:00:00
This Is Not My Life,released_on_year,2010
This Is Not My Life,starred_by,Tandi Wright
This Is Not My Life,starred_by,Charles Mesure
This Is Not My Life,directed_by,Peter Salmon
Appropriate Adult,directed_by,Julian Jarrold
Appropriate Adult,starred_by,Samuel Roukin
Appropriate Adult,has_genre,Crime drama
Appropriate Adult,released_on_date,2011-09-04 00:00:00
Appropriate Adult,released_on_year,2011
Appropriate Adult,starred_by,Robert Glenister
Appropriate Adult,starred_by,Emily Watson
Appropriate Adult,starred_by,Monica Dolan
Appropriate Adult,starred_by,Sylvestra Le Touzel
Appropriate Adult,starred_by,Dominic West
Starstruck,directed_by,Michael Grossman
Starstruck,starred_by,Brandon Mychal Smith
Starstruck,has_genre,Musical film
Starstruck,released_on_date,2010-02-14 00:00:00
Starstruck,released_on_year,2010
Starstruck,starred_by,Sterling Knight
Starstruck,starred_by,Danielle Campbell
Starstruck,starred_by,Chelsea Kane
Avalon High,directed_by,Stuart Gillard
Avalon High,starred_by,Devon Graye
Avalon High,has_genre,Mystery film
Avalon High,released_on_date,2010-11-12 00:00:00
Avalon High,released_on_year,2010
Avalon High,has_genre,Drama
Avalon High,has_genre,Fantasy film
Avalon High,has_genre,Teen
Avalon High,starred_by,Britt Robertson
Avalon High,starred_by,Gregg Sulkin
Avalon High,starred_by,Joey Pollari
Bad Guy,directed_by,Lee Hyung-min
Bad Guy,starred_by,Han Ga-in
Bad Guy,has_genre,Melodrama
Bad Guy,released_on_date,2010-05-26 00:00:00
Bad Guy,released_on_year,2010
Bad Guy,starred_by,Jung So-min
Bad Guy,starred_by,Kim Jae-wook
Bad Guy,starred_by,Kim Nam-gil
Bad Guy,starred_by,Oh Yeon-soo
Amaya,directed_by,Mac Alejandre
Amaya,starred_by,Marian Rivera
Amaya,has_genre,Period drama
Amaya,released_on_date,2011-05-30 00:00:00
Amaya,released_on_year,2011
Amaya,has_genre,Drama
Hamlet,directed_by,Gregory Doran
Hamlet,starred_by,David Tennant
Hamlet,has_genre,Tragedy
Hamlet,released_on_date,2009-12-26 00:00:00
Hamlet,released_on_year,2009
Hamlet,starred_by,Patrick Stewart
Takkay Ki Ayegi Baraat,directed_by,Marina Khan
Takkay Ki Ayegi Baraat,starred_by,Samina Ahmad
Takkay Ki Ayegi Baraat,has_genre,Comedy drama
Takkay Ki Ayegi Baraat,released_on_date,2011-06-23 00:00:00
Takkay Ki Ayegi Baraat,released_on_year,2011
Takkay Ki Ayegi Baraat,starred_by,Sana Askari
Takkay Ki Ayegi Baraat,starred_by,Saba Hameed
Takkay Ki Ayegi Baraat,starred_by,Bushra Ansari
Takkay Ki Ayegi Baraat,starred_by,Ali Safina
Takkay Ki Ayegi Baraat,starred_by,Alishba Yousuf
Takkay Ki Ayegi Baraat,starred_by,Ahsan Khan
Takkay Ki Ayegi Baraat,starred_by,Natasha Ali
Takkay Ki Ayegi Baraat,starred_by,Javed Sheikh
Takkay Ki Ayegi Baraat,starred_by,Uroosa Siddiqui
Takkay Ki Ayegi Baraat,starred_by,Shehryar Zaidi
Terry Pratchett's Going Postal,directed_by,Jon Jones
Terry Pratchett's Going Postal,starred_by,David Suchet
Terry Pratchett's Going Postal,has_genre,Comedy
Terry Pratchett's Going Postal,released_on_date,2010-05-30 00:00:00
Terry Pratchett's Going Postal,released_on_year,2010
Terry Pratchett's Going Postal,has_genre,Fantasy
Terry Pratchett's Going Postal,has_genre,Steampunk
Terry Pratchett's Going Postal,starred_by,Richard Coyle
Terry Pratchett's Going Postal,starred_by,Claire Foy
Terry Pratchett's Going Postal,starred_by,Andrew Sachs
Terry Pratchett's Going Postal,starred_by,Nicholas Farrell
Terry Pratchett's Going Postal,starred_by,Charles Dance
The Catherine Tate Show,directed_by,Gordon Anderson
The Catherine Tate Show,starred_by,Mathew Horne
The Catherine Tate Show,has_genre,Sketch comedy
The Catherine Tate Show,released_on_date,2009-12-25 00:00:00
The Catherine Tate Show,released_on_year,2009
The Catherine Tate Show,starred_by,Catherine Tate
The Catherine Tate Show,starred_by,Niky Wardley
Spy,directed_by,John Henderson
Spy,starred_by,Robert Lindsay
Spy,has_genre,Sitcom
Spy,released_on_date,2011-10-14 00:00:00
Spy,released_on_year,2011
Spy,starred_by,Jude Wright
Spy,starred_by,Darren Boyd
Spy,starred_by,Dolly Wells
Prosperity,starred_by,Priscelia Chan
Prosperity,has_genre,Chinese New Year
Prosperity,released_on_date,2011-01-10 00:00:00
Prosperity,released_on_year,2011
Prosperity,starred_by,Hong Huifang
Prosperity,starred_by,Andie Chen
Prosperity,starred_by,Tiffany Leong
Prosperity,starred_by,Tracy Lee
Prosperity,starred_by,Aileen Tan
Prosperity,starred_by,Terence Cao
Prosto w serce,starred_by,Małgorzata Socha
Prosto w serce,has_genre,Soap opera
Prosto w serce,released_on_date,2011-01-03 00:00:00
Prosto w serce,released_on_year,2011
Prosto w serce,starred_by,Anna Mucha
Prosto w serce,starred_by,Filip Bobek
How Beer Saved the World,starred_by,George Armelagos
How Beer Saved the World,has_genre,Documentary
How Beer Saved the World,released_on_date,2011-01-30 00:00:00
How Beer Saved the World,released_on_year,2011
Relic of an Emissary,starred_by,Ruco Chan
Relic of an Emissary,has_genre,Historical fiction
Relic of an Emissary,released_on_date,2011-04-04 00:00:00
Relic of an Emissary,released_on_year,2011
Relic of an Emissary,starred_by,Sammul Chan
Relic of an Emissary,starred_by,Elanne Kong
Relic of an Emissary,starred_by,Joe Ma
Relic of an Emissary,starred_by,Joel Chan
Relic of an Emissary,starred_by,Kate Tsui
Relic of an Emissary,starred_by,Lau Kong
Relic of an Emissary,starred_by,Michael Tse
Unriddle,starred_by,Rui En
Unriddle,has_genre,Mystery fiction
Unriddle,released_on_date,2010-08-04 00:00:00
Unriddle,released_on_year,2010
Unriddle,has_genre,Police procedural
Unriddle,starred_by,Joshua Ang
Unriddle,starred_by,Andie Chen
Unriddle,starred_by,Zhou Ying
Unriddle,starred_by,Tay Ping Hui
Unriddle,starred_by,Chen Liping
Unriddle,starred_by,Xiang Yun
Material Girl,starred_by,Dervla Kirwan
Material Girl,has_genre,Drama
Material Girl,released_on_date,2010-01-14 00:00:00
Material Girl,released_on_year,2010
Material Girl,has_genre,Romantic comedy
Material Girl,starred_by,Lenora Crichlow
Material Girl,starred_by,Michael Landes
El Laberinto de Alicia,starred_by,Mauricio Pesutic
El Laberinto de Alicia,has_genre,Serial
El Laberinto de Alicia,released_on_date,2011-03-14 00:00:00
El Laberinto de Alicia,released_on_year,2011
El Laberinto de Alicia,starred_by,Bastián Bodenhöfer
El Laberinto de Alicia,starred_by,Sigrid Alegría
El Laberinto de Alicia,starred_by,Amparo Noguera
El Laberinto de Alicia,starred_by,Francisco Reyes Morandé
El Laberinto de Alicia,starred_by,Marcelo Alonso
Giant,starred_by,Hwang Jung-eum
Giant,has_genre,Period drama
Giant,released_on_date,2010-05-10 00:00:00
Giant,released_on_year,2010
Giant,starred_by,Joo Sang-wook
Giant,starred_by,Lee Beom-soo
Giant,starred_by,Lee Moon-sik
Giant,starred_by,Park Jin-hee
Giant,starred_by,Park Sang-min
Giant,starred_by,Jeong Bo-seok
My Darling Aswang,starred_by,Vic Sotto
My Darling Aswang,has_genre,Horror fiction
My Darling Aswang,released_on_date,2010-04-04 00:00:00
My Darling Aswang,released_on_year,2010
My Darling Aswang,has_genre,Sitcom
My Sister of Eternal Flower,starred_by,Bowie Wu
My Sister of Eternal Flower,has_genre,Dramatic programming
My Sister of Eternal Flower,released_on_date,2011-05-16 00:00:00
My Sister of Eternal Flower,released_on_year,2011
My Sister of Eternal Flower,starred_by,Yoyo Chen
My Sister of Eternal Flower,starred_by,Catherine Chau
My Sister of Eternal Flower,starred_by,Toby Leung
My Sister of Eternal Flower,starred_by,Charmaine Sheh
My Sister of Eternal Flower,starred_by,Ngo Ka-nin
My Sister of Eternal Flower,starred_by,Raymond Lam
My Sister of Eternal Flower,starred_by,Jazz Lam
The Life and Times of a Sentinel,starred_by,Power Chan
The Life and Times of a Sentinel,has_genre,Historical fiction
The Life and Times of a Sentinel,released_on_date,2011-07-25 00:00:00
The Life and Times of a Sentinel,released_on_year,2011
The Life and Times of a Sentinel,starred_by,Ben Wong
The Life and Times of a Sentinel,starred_by,Elaine Yiu
The Life and Times of a Sentinel,starred_by,Grace Wong
The Life and Times of a Sentinel,starred_by,Steven Ma
The Life and Times of a Sentinel,starred_by,Kenneth Ma
The Life and Times of a Sentinel,starred_by,Sunny Chan
The Life and Times of a Sentinel,starred_by,Natalie Tong
The Life and Times of a Sentinel,starred_by,Selena Lee
The Life and Times of a Sentinel,starred_by,Mak Cheung-ching
The Real Housewives of Beverly Hills,starred_by,Garcelle Beauvais
The Real Housewives of Beverly Hills,has_genre,Reality television
The Real Housewives of Beverly Hills,released_on_date,2010-10-14 00:00:00
The Real Housewives of Beverly Hills,released_on_year,2010
The Real Housewives of Beverly Hills,starred_by,Lisa Rinna
The Real Housewives of Beverly Hills,starred_by,Sutton Stracke
The Real Housewives of Beverly Hills,starred_by,Dorit Kemsley
The Real Housewives of Beverly Hills,starred_by,Kyle Richards
The Real Housewives of Beverly Hills,starred_by,Erika Girardi
The Real Housewives of Beverly Hills,starred_by,Diana Jenkins
The Rippling Blossom,starred_by,Julian Cheung
The Rippling Blossom,has_genre,Romantic drama
The Rippling Blossom,released_on_date,2011-02-07 00:00:00
The Rippling Blossom,released_on_year,2011
The Rippling Blossom,starred_by,Myolie Wu
The Rippling Blossom,starred_by,Damian Lau
The Rippling Blossom,starred_by,Tavia Yeung
The Rippling Blossom,starred_by,Michael Tse
The Rippling Blossom,starred_by,Ngo Ka-nin
The Ultimate Fighter: Team Bisping vs. Team Miller,starred_by,Dana White
The Ultimate Fighter: Team Bisping vs. Team Miller,has_genre,Broadcasting of sports events
The Ultimate Fighter: Team Bisping vs. Team Miller,released_on_date,2011-09-21 00:00:00
The Ultimate Fighter: Team Bisping vs. Team Miller,released_on_year,2011
The Ultimate Fighter: Team Bisping vs. Team Miller,starred_by,Jason Miller
The Ultimate Fighter: Team Bisping vs. Team Miller,starred_by,Michael Bisping
The Ultimate Fighter: Team GSP vs. Team Koscheck,starred_by,Josh Koscheck
The Ultimate Fighter: Team GSP vs. Team Koscheck,has_genre,Broadcasting of sports events
The Ultimate Fighter: Team GSP vs. Team Koscheck,released_on_date,2010-09-15 00:00:00
The Ultimate Fighter: Team GSP vs. Team Koscheck,released_on_year,2010
The Ultimate Fighter: Team GSP vs. Team Koscheck,has_genre,Reality television
The Ultimate Fighter: Team GSP vs. Team Koscheck,starred_by,Georges St-Pierre
The Ultimate Fighter: Team GSP vs. Team Koscheck,starred_by,Dana White
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,starred_by,Brock Lesnar
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,has_genre,Broadcasting of sports events
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,released_on_date,2011-03-30 00:00:00
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,released_on_year,2011
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,has_genre,Reality television
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,starred_by,Dana White
The Ultimate Fighter: Team Lesnar vs. Team dos Santos,starred_by,Junior dos Santos
The Ultimate Fighter: Team Liddell vs. Team Ortiz,starred_by,Rich Franklin
The Ultimate Fighter: Team Liddell vs. Team Ortiz,has_genre,Broadcasting of sports events
The Ultimate Fighter: Team Liddell vs. Team Ortiz,released_on_date,2010-03-31 00:00:00
The Ultimate Fighter: Team Liddell vs. Team Ortiz,released_on_year,2010
The Ultimate Fighter: Team Liddell vs. Team Ortiz,has_genre,Reality television
The Ultimate Fighter: Team Liddell vs. Team Ortiz,starred_by,Chuck Liddell
The Ultimate Fighter: Team Liddell vs. Team Ortiz,starred_by,Tito Ortiz
The Ultimate Fighter: Team Liddell vs. Team Ortiz,starred_by,Dana White
Aquele Beijo,starred_by,Ricardo Pereira
Aquele Beijo,has_genre,Telenovela
Aquele Beijo,released_on_date,2011-10-17 00:00:00
Aquele Beijo,released_on_year,2011
Aquele Beijo,starred_by,Marília Pêra
Aquele Beijo,starred_by,Giovanna Antonelli
Aquele Beijo,starred_by,Grazi Massafera
Aquele Beijo,starred_by,Herson Capri
Aquele Beijo,starred_by,Cláudia Jimenez
Aquele Beijo,starred_by,Sheron Menezzes
Links to Temptation,starred_by,Johnson Lee
Links to Temptation,has_genre,Contemporary history
Links to Temptation,released_on_date,2010-12-13 00:00:00
Links to Temptation,released_on_year,2010
Links to Temptation,starred_by,Steven Ma
Links to Temptation,starred_by,Yoyo Mung
Links to Temptation,starred_by,Timmy Hung
Links to Temptation,starred_by,Fala Chen
Links to Temptation,starred_by,Kenny Wong
Luther,starred_by,Rose Leslie
Luther,has_genre,Psychological thriller
Luther,released_on_date,2010-05-04 00:00:00
Luther,released_on_year,2010
Luther,has_genre,Crime drama
Luther,has_genre,Serial drama
Luther,starred_by,Saskia Reeves
Luther,starred_by,David Dawson
Luther,starred_by,David O'Hara
Luther,starred_by,Dermot Crowley
Luther,starred_by,Patrick Malahide
Luther,starred_by,Paul McGann
Luther,starred_by,Ruth Wilson
Luther,starred_by,Enzo Cilenti
Luther,starred_by,Sienna Guillory
Luther,starred_by,Steven Mackintosh
Luther,starred_by,Warren Brown
Luther,starred_by,Aimee-Ffion Edwards
Luther,starred_by,Darren Boyd
Luther,starred_by,Nikki Amuka-Bird
Luther,starred_by,Pam Ferris
Luther,starred_by,Kierston Wareing
Luther,starred_by,Hermione Norris
Luther,starred_by,Laura Haddock
Luther,starred_by,Idris Elba
Luther,starred_by,Indira Varma
Luther,starred_by,Michael Smiley
Luther,starred_by,Wunmi Mosaku
"Smile, Mom",starred_by,Lee Mi-sook
"Smile, Mom",has_genre,Romance film
"Smile, Mom",released_on_date,2010-11-06 00:00:00
"Smile, Mom",released_on_year,2010
"Smile, Mom",has_genre,Erotica
"Smile, Mom",has_genre,Family
"Smile, Mom",has_genre,Drama film
"Smile, Mom",starred_by,Park Won-sook
"Smile, Mom",starred_by,Kang Min-kyung
"Smile, Mom",starred_by,Kim Jin-woo
"Smile, Mom",starred_by,Kim Yong-gun
"Smile, Mom",starred_by,Go Eun-mi
"Smile, Mom",starred_by,Im Ye-jin
"Smile, Mom",starred_by,Seo Jun-young
"Smile, Mom",starred_by,Yoon Jung-hee
State of Georgia,starred_by,Loretta Devine
State of Georgia,has_genre,Sitcom
State of Georgia,released_on_date,2011-06-29 00:00:00
State of Georgia,released_on_year,2011
State of Georgia,starred_by,Majandra Delfino
State of Georgia,starred_by,Raven-Symoné
Trauma,starred_by,Gilbert Sicotte
Trauma,has_genre,Medical drama
Trauma,released_on_date,2010-01-05 00:00:00
Trauma,released_on_year,2010
Trauma,starred_by,Stéphane Demers
Trauma,starred_by,Catherine De Léan
Trauma,starred_by,Pascale Montpetit
Trauma,starred_by,Isabel Richer
Trauma,starred_by,James Hyndman
Trauma,starred_by,Laurence Leboeuf
Trauma,starred_by,Jean-François Pichette
Trauma,starred_by,Christian Bégin
Trauma,starred_by,Yan England
Wax and Wane,starred_by,Roger Kwok
Wax and Wane,has_genre,Dramatic programming
Wax and Wane,released_on_date,2011-06-13 00:00:00
Wax and Wane,released_on_year,2011
Wax and Wane,starred_by,Ron Ng
Wax and Wane,starred_by,Derek Kok
Wax and Wane,starred_by,Chow Chung
Wax and Wane,starred_by,Claire Yiu
Wax and Wane,starred_by,Toby Leung
Wax and Wane,starred_by,Florence Kwok
Wax and Wane,starred_by,Oscar Leung
Wax and Wane,starred_by,Benz Hui
Wax and Wane,starred_by,Him Law
Wax and Wane,starred_by,Kate Tsui
Wax and Wane,starred_by,Sunny Chan
When Harvey Met Bob,starred_by,Antonia Campbell-Hughes
When Harvey Met Bob,has_genre,Comedy film
When Harvey Met Bob,released_on_date,2010-12-26 00:00:00
When Harvey Met Bob,released_on_year,2010
When Harvey Met Bob,released_on_date,2011-05-07 00:00:00
When Harvey Met Bob,released_on_year,2011
When Harvey Met Bob,has_genre,Biographical film
When Harvey Met Bob,has_genre,Drama film
When Harvey Met Bob,starred_by,Domhnall Gleeson
When Harvey Met Bob,starred_by,Ian Hart
7 Days in Life,starred_by,Bosco Wong
7 Days in Life,has_genre,Comedy drama
7 Days in Life,released_on_date,2011-01-24 00:00:00
7 Days in Life,released_on_year,2011
7 Days in Life,has_genre,Action film
7 Days in Life,starred_by,Joyce Cheng
7 Days in Life,starred_by,Patrick Tang
7 Days in Life,starred_by,Steven Ma
7 Days in Life,starred_by,Yuen Wah
7 Days in Life,starred_by,Sonija Kwok
7 Days in Life,starred_by,Koni Lui
7 Days in Life,starred_by,Mimi Lo
A Pillow Case of Mystery II,starred_by,Bobby Au-yeung
A Pillow Case of Mystery II,has_genre,Detective fiction
A Pillow Case of Mystery II,released_on_date,2010-07-12 00:00:00
A Pillow Case of Mystery II,released_on_year,2010
A Pillow Case of Mystery II,has_genre,Costume drama
A Pillow Case of Mystery II,has_genre,Fantasy
A Pillow Case of Mystery II,starred_by,Johnson Lee
A Pillow Case of Mystery II,starred_by,Leila Tong
A Pillow Case of Mystery II,starred_by,Jessica Hsuan
A Pillow Case of Mystery II,starred_by,Joel Chan
After Lately,starred_by,Sarah Colonna
After Lately,has_genre,Improvisational
After Lately,released_on_date,2011-03-06 00:00:00
After Lately,released_on_year,2011
After Lately,has_genre,Mockumentary
After Lately,starred_by,Josh Wolf
After Lately,starred_by,Chuy Bravo
After Lately,starred_by,Heather McDonald
After Lately,starred_by,Jen Kirkman
After Lately,starred_by,Chelsea Handler
Amor e Revolução,starred_by,Patrícia de Sabrit
Amor e Revolução,has_genre,Action film
Amor e Revolução,released_on_date,2011-04-05 00:00:00
Amor e Revolução,released_on_year,2011
Amor e Revolução,has_genre,Drama
Amor e Revolução,starred_by,Graziella Schmitt
Downton Abbey,starred_by,Cara Theobold
Downton Abbey,has_genre,Historical drama
Downton Abbey,released_on_date,2010-09-26 00:00:00
Downton Abbey,released_on_year,2010
Downton Abbey,starred_by,Rose Leslie
Downton Abbey,starred_by,Brendan Coyle
Downton Abbey,starred_by,David Robb
Downton Abbey,starred_by,Hugh Bonneville
Downton Abbey,starred_by,Julian Ovenden
Downton Abbey,starred_by,Penelope Wilton
Downton Abbey,starred_by,Matthew Goode
Downton Abbey,starred_by,Elizabeth McGovern
Downton Abbey,starred_by,Thomas Howes
Downton Abbey,starred_by,Lesley Nicol
Downton Abbey,starred_by,Lily James
Downton Abbey,starred_by,Maggie Smith
Downton Abbey,starred_by,Siobhan Finneran
Downton Abbey,starred_by,Matt Milne
Downton Abbey,starred_by,Tom Cullen
Downton Abbey,starred_by,Allen Leech
Downton Abbey,starred_by,Amy Nuttall
Downton Abbey,starred_by,Dan Stevens
Downton Abbey,starred_by,Ed Speleers
Downton Abbey,starred_by,Raquel Cassidy
Downton Abbey,starred_by,Harry Hadden-Paton
Downton Abbey,starred_by,Michael C. Fox
Downton Abbey,starred_by,Jessica Brown Findlay
Downton Abbey,starred_by,Jim Carter
Downton Abbey,starred_by,Joanne Froggatt
Downton Abbey,starred_by,Kevin Doyle
Downton Abbey,starred_by,Laura Carmichael
Downton Abbey,starred_by,Phyllis Logan
Downton Abbey,starred_by,Sophie McShera
Downton Abbey,starred_by,Michelle Dockery
Downton Abbey,starred_by,Rob James-Collier
Family Outing 2,starred_by,Taecyeon
Family Outing 2,has_genre,Comedy
Family Outing 2,released_on_date,2010-02-21 00:00:00
Family Outing 2,released_on_year,2010
Family Outing 2,starred_by,Jang Dong-min
Family Outing 2,starred_by,Ji Sang-ryeol
Family Outing 2,starred_by,Jo Kwon
Family Outing 2,starred_by,Kim Won-hee
Family Outing 2,starred_by,Im Yoona
Family Outing 2,starred_by,Shin Bong-sun
Family Outing 2,starred_by,Yoon Sang-hyun
Family Outing 2,starred_by,Kim Heechul
Fashion Police,starred_by,Brad Goreski
Fashion Police,has_genre,Talk show
Fashion Police,released_on_date,2010-09-10 00:00:00
Fashion Police,released_on_year,2010
Fashion Police,starred_by,Melissa Rivers
Fashion Police,starred_by,George Kotsiopoulos
Fashion Police,starred_by,Giuliana Rancic
Fashion Police,starred_by,Joan Rivers
Fashion Police,starred_by,Kathy Griffin
Fashion Police,starred_by,Kelly Osbourne
Fashion Police,starred_by,Margaret Cho
Fashion Police,starred_by,NeNe Leakes
Palace,starred_by,Tong Liya
Palace,has_genre,Romance film
Palace,released_on_date,2011-01-31 00:00:00
Palace,released_on_year,2011
Palace,has_genre,Historical fiction
Palace,has_genre,Time-travel
Palace,starred_by,Feng Shaofeng
Palace,starred_by,Mickey He
Palace,starred_by,Yang Mi
Gō,starred_by,Sawa Suzuki
Gō,has_genre,Jidaigeki
Gō,released_on_date,2011-01-09 00:00:00
Gō,released_on_year,2011
Gō,has_genre,Historical
Gō,starred_by,Mimura
Gō,starred_by,Honami Suzuki
Gō,starred_by,Rie Miyazawa
Gō,starred_by,Masachika Ichimura
Gō,starred_by,Masao Kusakari
Gō,starred_by,Masato Hagiwara
Gō,starred_by,Minori Terada
Gō,starred_by,Shinji Takeda
Gō,starred_by,Shinobu Otake
Gō,starred_by,Tomoko Naraoka
Gō,starred_by,Akira
Gō,starred_by,Etsushi Toyokawa
Gō,starred_by,Osamu Mukai
Gō,starred_by,Asami Mizukawa
Gō,starred_by,Juri Ueno
Gō,starred_by,Kin'ya Kitaōji
